% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
219	2	15	64	0	20	145	0	1	1
220	1	2	100	0	20	145	0	1	0
220	1	10	98	0	20	145	0	1	0
220	2	9	77	0	20	145	0	1	1
220	2	12	71	0	20	145	0	1	1
221	1	3	10	0	20	145	0	1	0
221	1	11	1	0	20	145	0	1	0
221	2	14	80	0	20	145	0	1	1
221	2	5	86	0	20	145	0	1	1
222	1	4	33	0	20	145	0	1	0
222	1	6	22	0	20	145	0	1	0
222	2	8	91	0	20	145	0	1	1
222	2	13	95	0	20	145	0	1	1
223	1	1	45	0	20	145	0	1	0
223	1	7	56	0	20	145	0	1	0
223	2	2	100	0	20	145	0	1	1
223	2	10	98	0	20	145	0	1	1
224	1	15	64	0	20	145	0	1	0
224	1	12	71	0	20	145	0	1	0
224	2	3	10	0	20	145	0	1	1
224	2	11	1	0	20	145	0	1	1
225	1	14	80	0	20	145	0	1	0
225	1	9	77	0	20	145	0	1	0
225	2	6	22	0	20	145	0	1	1
225	2	4	33	0	20	145	0	1	1
226	1	8	91	0	20	145	0	1	0
226	1	5	86	0	20	145	0	1	0
226	2	1	45	0	20	145	0	1	1
226	2	7	56	0	20	145	0	1	1
227	1	10	98	0	20	145	0	1	0
227	1	13	95	0	20	145	0	1	0
227	2	12	71	0	20	145	0	1	1
227	2	15	64	0	20	145	0	1	1
228	1	2	100	0	20	145	0	1	0
228	1	11	1	0	20	145	0	1	0
228	2	9	77	0	20	145	0	1	1
228	2	14	80	0	20	145	0	1	1
229	1	3	10	0	20	145	0	1	0
229	1	6	22	0	20	145	0	1	0
229	2	8	91	0	20	145	0	1	1
229	2	5	86	0	20	145	0	1	1
230	1	1	45	0	20	145	0	1	0
230	1	4	33	0	20	145	0	1	0
230	2	13	95	0	20	145	0	1	1
230	2	10	98	0	20	145	0	1	1
231	1	7	56	0	20	145	0	1	0
231	1	15	64	0	20	145	0	1	0
231	2	2	100	0	20	145	0	1	1
231	2	11	1	0	20	145	0	1	1
232	1	12	71	0	20	145	0	1	0
232	1	9	77	0	20	145	0	1	0
232	2	6	22	0	20	145	0	1	1
232	2	3	10	0	20	145	0	1	1
233	1	14	80	0	20	145	0	1	0
233	1	5	86	0	20	145	0	1	0
233	2	1	45	0	20	145	0	1	1
233	2	4	33	0	20	145	0	1	1
234	1	13	95	0	20	145	0	1	0
234	1	8	91	0	20	145	0	1	0
234	2	7	56	0	20	145	0	1	1
234	2	15	64	0	20	145	0	1	1
235	1	2	100	0	20	145	0	1	0
235	1	10	98	0	20	145	0	1	0
235	2	9	77	0	20	145	0	1	1
235	2	12	71	0	20	145	0	1	1
236	1	3	10	0	20	145	0	1	0
236	1	11	1	0	20	145	0	1	0
236	2	14	80	0	20	145	0	1	1
236	2	5	86	0	20	145	0	1	1
237	1	4	33	0	20	145	0	1	0
237	1	6	22	0	20	145	0	1	0
237	2	8	91	0	20	145	0	1	1
237	2	13	95	0	20	145	0	1	1
238	1	1	45	0	20	145	0	1	0
238	1	7	56	0	20	145	0	1	0
238	2	2	100	0	20	145	0	1	1
238	2	10	98	0	20	145	0	1	1
239	1	15	64	0	20	145	0	1	0
239	1	12	71	0	20	145	0	1	0
239	2	3	10	0	20	145	0	1	1
239	2	11	1	0	20	145	0	1	1
240	1	14	80	0	20	145	0	1	0
240	1	9	77	0	20	145	0	1	0
240	2	6	22	0	20	145	0	1	1
240	2	4	33	0	20	145	0	1	1
241	1	8	91	0	20	145	0	1	0
241	1	5	86	0	20	145	0	1	0
241	2	1	45	0	20	145	0	1	1
241	2	7	56	0	20	145	0	1	1
242	1	10	98	0	20	145	0	1	0
242	1	13	95	0	20	145	0	1	0
242	2	12	71	0	20	145	0	1	1
242	2	15	64	0	20	145	0	1	1
243	1	2	100	0	20	145	0	1	0
243	1	11	1	0	20	145	0	1	0
243	2	9	77	0	20	145	0	1	1
243	2	14	80	0	20	145	0	1	1
244	1	3	10	0	20	145	0	1	0
244	1	6	22	0	20	145	0	1	0
244	2	8	91	0	20	145	0	1	1
244	2	5	86	0	20	145	0	1	1
245	1	1	45	0	20	145	0	1	0
245	1	4	33	0	20	145	0	1	0
245	2	13	95	0	20	145	0	1	1
245	2	10	98	0	20	145	0	1	1
246	1	7	56	0	20	145	0	1	0
246	1	15	64	0	20	145	0	1	0
246	2	2	100	0	20	145	0	1	1
246	2	11	1	0	20	145	0	1	1
247	1	12	71	0	20	145	0	1	0
247	1	9	77	0	20	145	0	1	0
247	2	6	22	0	20	145	0	1	1
247	2	3	10	0	20	145	0	1	1
248	1	14	80	0	20	145	0	1	0
248	1	5	86	0	20	145	0	1	0
248	2	1	45	0	20	145	0	1	1
248	2	4	33	0	20	145	0	1	1
249	1	13	95	0	20	145	0	1	0
249	1	8	91	0	20	145	0	1	0
249	2	7	56	0	20	145	0	1	1
249	2	15	64	0	20	145	0	1	1
250	1	2	100	0	20	145	0	1	0
250	1	10	98	0	20	145	0	1	0
250	2	9	77	0	20	145	0	1	1
250	2	12	71	0	20	145	0	1	1
251	1	3	10	0	20	145	0	1	0
251	1	11	1	0	20	145	0	1	0
251	2	14	80	0	20	145	0	1	1
251	2	5	86	0	20	145	0	1	1
252	1	4	33	0	20	145	0	1	0
252	1	6	22	0	20	145	0	1	0
252	2	8	91	0	20	145	0	1	1
252	2	13	95	0	20	145	0	1	1
253	1	1	45	0	20	145	0	1	0
253	1	7	56	0	20	145	0	1	0
253	2	2	100	0	20	145	0	1	1
253	2	10	98	0	20	145	0	1	1
254	1	15	64	0	20	145	0	1	0
254	1	12	71	0	20	145	0	1	0
254	2	3	10	0	20	145	0	1	1
254	2	11	1	0	20	145	0	1	1
255	1	14	80	0	20	145	0	1	0
255	1	9	77	0	20	145	0	1	0
255	2	6	22	0	20	145	0	1	1
255	2	4	33	0	20	145	0	1	1
256	1	8	91	0	20	145	0	1	0
256	1	5	86	0	20	145	0	1	0
256	2	1	45	0	20	145	0	1	1
256	2	7	56	0	20	145	0	1	1
257	1	10	98	0	20	145	0	1	0
257	1	13	95	0	20	145	0	1	0
257	2	12	71	0	20	145	0	1	1
257	2	15	64	0	20	145	0	1	1
258	1	2	100	0	20	145	0	1	0
258	1	11	1	0	20	145	0	1	0
258	2	9	77	0	20	145	0	1	1
258	2	14	80	0	20	145	0	1	1
259	1	3	10	0	20	145	0	1	0
259	1	6	22	0	20	145	0	1	0
259	2	8	91	0	20	145	0	1	1
259	2	5	86	0	20	145	0	1	1
260	1	1	45	0	20	145	0	1	0
260	1	4	33	0	20	145	0	1	0
260	2	13	95	0	20	145	0	1	1
260	2	10	98	0	20	145	0	1	1
261	1	7	56	0	20	145	0	1	0
261	1	15	64	0	20	145	0	1	0
261	2	2	100	0	20	145	0	1	1
261	2	11	1	0	20	145	0	1	1
262	1	12	71	0	20	145	0	1	0
262	1	9	77	0	20	145	0	1	0
262	2	6	22	0	20	145	0	1	1
262	2	3	10	0	20	145	0	1	1
263	1	14	80	0	20	145	0	1	0
263	1	5	86	0	20	145	0	1	0
263	2	1	45	0	20	145	0	1	1
263	2	4	33	0	20	145	0	1	1
264	1	13	95	0	20	145	0	1	0
264	1	8	91	0	20	145	0	1	0
264	2	7	56	0	20	145	0	1	1
264	2	15	64	0	20	145	0	1	1
265	1	2	100	0	20	145	0	1	0
265	1	10	98	0	20	145	0	1	0
265	2	9	77	0	20	145	0	1	1
265	2	12	71	0	20	145	0	1	1
266	1	3	10	0	20	145	0	1	0
266	1	11	1	0	20	145	0	1	0
266	2	14	80	0	20	145	0	1	1
266	2	5	86	0	20	145	0	1	1
267	1	4	33	0	20	145	0	1	0
267	1	6	22	0	20	145	0	1	0
267	2	8	91	0	20	145	0	1	1
267	2	13	95	0	20	145	0	1	1
268	1	1	45	0	20	145	0	1	0
268	1	7	56	0	20	145	0	1	0
268	2	2	100	0	20	145	0	1	1
268	2	10	98	0	20	145	0	1	1
269	1	15	64	0	20	145	0	1	0
269	1	12	71	0	20	145	0	1	0
269	2	3	10	0	20	145	0	1	1
269	2	11	1	0	20	145	0	1	1
270	1	14	80	0	20	145	0	1	0
270	1	9	77	0	20	145	0	1	0
270	2	6	22	0	20	145	0	1	1
270	2	4	33	0	20	145	0	1	1
271	1	8	91	0	20	145	0	1	0
271	1	5	86	0	20	145	0	1	0
271	2	1	45	0	20	145	0	1	1
271	2	7	56	0	20	145	0	1	1
272	1	10	98	0	20	145	0	1	0
272	1	13	95	0	20	145	0	1	0
272	2	12	71	0	20	145	0	1	1
272	2	15	64	0	20	145	0	1	1
273	1	2	100	0	20	145	0	1	0
273	1	11	1	0	20	145	0	1	0
273	2	9	77	0	20	145	0	1	1
273	2	14	80	0	20	145	0	1	1
274	1	3	10	0	20	145	0	1	0
274	1	6	22	0	20	145	0	1	0
274	2	8	91	0	20	145	0	1	1
274	2	5	86	0	20	145	0	1	1
275	1	1	45	0	20	145	0	1	0
275	1	4	33	0	20	145	0	1	0
275	2	13	95	0	20	145	0	1	1
275	2	10	98	0	20	145	0	1	1
276	1	7	56	0	20	145	0	1	0
276	1	15	64	0	20	145	0	1	0
276	2	2	100	0	20	145	0	1	1
276	2	11	1	0	20	145	0	1	1
277	1	12	71	0	20	145	0	1	0
277	1	9	77	0	20	145	0	1	0
277	2	6	22	0	20	145	0	1	1
277	2	3	10	0	20	145	0	1	1
278	1	14	80	0	20	145	0	1	0
278	1	5	86	0	20	145	0	1	0
278	2	1	45	0	20	145	0	1	1
278	2	4	33	0	20	145	0	1	1
279	1	13	95	0	20	145	0	1	0
279	1	8	91	0	20	145	0	1	0
279	2	7	56	0	20	145	0	1	1
279	2	15	64	0	20	145	0	1	1
280	1	2	100	0	20	145	0	1	0
280	1	10	98	0	20	145	0	1	0
280	2	9	77	0	20	145	0	1	1
280	2	12	71	0	20	145	0	1	1
281	1	3	10	0	20	145	0	1	0
281	1	11	1	0	20	145	0	1	0
281	2	14	80	0	20	145	0	1	1
281	2	5	86	0	20	145	0	1	1
282	1	4	33	0	20	145	0	1	0
282	1	6	22	0	20	145	0	1	0
282	2	8	91	0	20	145	0	1	1
282	2	13	95	0	20	145	0	1	1
283	1	1	45	0	20	145	0	1	0
283	1	7	56	0	20	145	0	1	0
283	2	2	100	0	20	145	0	1	1
283	2	10	98	0	20	145	0	1	1
284	1	15	64	0	20	145	0	1	0
284	1	12	71	0	20	145	0	1	0
284	2	3	10	0	20	145	0	1	1
284	2	11	1	0	20	145	0	1	1
